"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",29.8508918149895,6.9707529316061,4.28230524132372,0.000257626475666323
"2","dam_data$Leaf.diversity_rare",0.106330657767183,0.572623243987066,0.185690432380676,0.854248001273035
