"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",87.3993673371509,3.58560660498755,24.3750575469097,1.92620399651995e-18
"2","dam_data$MAT..c.",-0.178089468709128,0.221024936994959,-0.805743782264667,0.428302182969134
