"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",27.6967872443839,1.7888407185844,15.4830930203232,5.43336809366376e-14
"2","dam_data$MAT..c.",0.187129417722714,0.110268205823016,1.69703874590163,0.10262239966742
