"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",94.7181523809524,6.77411760052582,13.9823602078594,5.21155519012581e-10
"2","dam_data$Stan_Insect_total_species",-0.00888507936507937,0.0077522565395249,-1.1461281395654,0.269697954292233
