"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",46.9886880068093,3.85098654562488,12.2017273885813,8.84388650330446e-12
"2","dam_data$MAP..mm.",0.00441301823106265,0.00171157672071257,2.57833503906585,0.0164913777122151
