"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-1066.65057142855,1006.74597939904,-1.05950318477087,0.306134218133393
"2","dam_data$Stan_insect_diversity..Shannon.",199.914285714282,174.425772139307,1.1461281395654,0.269697954292234
