"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",3.86951485655243,5.03633099359393,0.768320204028358,0.449791492913932
"2","dam_data$MAT..c.",0.818513636612365,0.310450884097678,2.63653182689869,0.0144564579771086
