"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",1.36240802512629,0.860253536202011,1.58372847979361,0.126345413856335
"2","dam_data$Shannon_plant",-0.314960889451497,0.532765887753063,-0.591180660570898,0.559926680586566
