"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",1.56506934153601,0.496663511440028,3.15116634398658,0.00432159665135773
"2","dam_data$MAP..mm.",-0.000367643266034643,0.000220742839305396,-1.66548218366446,0.108818248226987
