"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",6.95573574027606,2.87070190863371,2.42300871412545,0.0233035077223932
"2","dam_data$Tree.community..species.list.",0.0416346870069463,0.00989665729572536,4.20694440181631,0.000311958761130252
