"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",1.75189881123289,0.53263296811543,3.28912950587997,0.00309283578687767
"2","dam_data$MAP..mm.",0.000712977043516893,0.000236729518036393,3.01177922141203,0.00603436194843045
