"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",13.3472918742783,1.3629931111421,9.79263340743826,7.38949985241468e-10
"2","dam_data$Growing.Season",0.0112410034957845,0.00580949475937689,1.93493650676607,0.0648683448623508
