"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",84.8176460847587,2.92203495570539,29.0269101398492,3.3256632524708e-20
"2","dam_data$MAP..mm.",7.09432989445188e-06,0.00129870279941012,0.00546262770641148,0.995686628940275
