"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",85.1214276952996,2.40269558792667,35.4274707636819,3.09573512013991e-22
"2","dam_data$Tree.community..species.list.",-0.00138790084073284,0.00828321977567462,-0.167555718466954,0.868336686579065
