"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.63029523809524,0.998157297201278,-3.63699714290942,0.00243385647388231
"2","dam_data$Stan_Insect_total_species",0.0086231746031746,0.00114228478024983,7.54905847672124,1.74626805826194e-06
