"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",83.8706612899199,4.32812835126076,19.3780439218002,3.66374139014307e-16
"2","dam_data$Lat",0.0294379676251712,0.122538308657938,0.240234812668636,0.812188376100288
