"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",87.8607353157483,3.5229053414472,24.9398512875328,1.13413852185839e-18
"2","dam_data$Leaf.diversity_rare",-0.280842459126075,0.289394489328725,-0.970448538178849,0.34150234340196
