"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-162.969714285692,2210.10447459096,-0.073738466284882,0.942192837211898
"2","dam_data$Stan_insect_diversity..Shannon.",33.2928571428533,382.916035799997,0.0869455808328767,0.931864819210944
