"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-46.2482673857258,18.2131238822083,-2.53928253521099,0.0180036104512576
"2","dam_data$Long",-0.688312448515394,0.236982932921603,-2.9044810950293,0.00777780509814402
