"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",88.8901946188662,4.74517814641475,18.7327412957146,7.86818325399369e-16
"2","dam_data$Shannon_plant",-2.678128903591,2.9387488005948,-0.911316034582117,0.371191958623042
