"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",31.8976492035622,7.54002248759198,4.2304448370086,0.000293893974687926
"2","dam_data$Growing.Season",-0.00424326547398727,0.0321378888632423,-0.132033111821495,0.896058782003027
