"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2273.19028571424,809.149840006795,-2.80935640510681,0.0132079604633932
"2","dam_data$Stan_insect_diversity..Shannon.",395.457142857135,140.190860959615,2.82084823611331,0.0129049967884636
