"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",5633.21771428564,2233.74245253415,2.52187431361875,0.0234692795843736
"2","dam_data$Stan_insect_diversity..Shannon.",-966.592857142844,387.011480568512,-2.49758186946532,0.0246230319983262
