"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",25.0098380952381,3.64011312661417,6.8706211113007,5.31793859946802e-06
"2","dam_data$Stan_Insect_total_species",0.00729873015873015,0.00416572201052646,1.7520924680732,0.100169354577518
