"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2.92356190476191,9.00421771637739,-0.32468805140555,0.749901225207805
"2","dam_data$Stan_Insect_total_species",0.0299053968253968,0.0103043687445985,2.90220561459169,0.0109456109496973
